complaint,department,category,subcategory,severity,priority,urgency
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Tarnaka Tarnaka signal లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Unsafe deep construction basement excavated without safety barricade or warning lights near Banjara Hills Road No 12. Situation is deteriorating quickly.,Public Safety & Police,Civic Safety & Law,Unsafe Construction,HIGH,HIGH,WITHIN 24 HOURS
Abandoned rusty vehicle loaded with scrap blocking bus bay near Dilsukhnagar Bus Depot. Danger to public health and safety.,Public Safety & Police,Civic Safety & Law,Abandoned Vehicle,LOW,LOW,WITHIN 7 DAYS
"Streetlights not working for 2 weeks in Madhapur Police Station junction, complete dark stretch unsafe for women. Multiple residents have reported this problem.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
"Deep open manhole without cover near school in Tarnaka Tarnaka signal, immediate risk of children falling in. Danger to public health and safety.",Water Supply & Sewerage,Water & Drainage,Open Manhole,CRITICAL,CRITICAL,IMMEDIATE
"Traffic signal non-functional at high-speed intersection in Charminar Main Bazaar, regular near-fatal crashes. Kindly take strict and swift civic action.",Public Safety & Police,Civic Safety & Law,Traffic Signal Failure,HIGH,VERY HIGH,WITHIN 24 HOURS
స్ట్రీట్ లైట్లు వెలగడం లేదు Alwal Main Road లో చీకటిగా ఉంది దొంగతనాలు జరుగుతున్నాయి. Kindly take strict and swift civic action.,Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,MEDIUM,WITHIN 3 DAYS
Electrical transformer caught fire with explosions near Kukatpally Housing Board market area. Pedestrians and daily commuters are suffering badly.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Uppal Ring Road. This has become an urgent public hazard.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
చెత్త కుప్పలు పేరుకుపోయి దుర్వాసన వస్తోంది Koti Women's College లో వ్యాధులు ప్రబలుతున్నాయి. Multiple residents have reported this problem.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Unsafe deep construction basement excavated without safety barricade or warning lights near Jubilee Hills Check Post.,Public Safety & Police,Civic Safety & Law,Unsafe Construction,HIGH,HIGH,WITHIN 24 HOURS
Unsafe deep construction basement excavated without safety barricade or warning lights near Nagole X Roads.,Public Safety & Police,Civic Safety & Law,Unsafe Construction,HIGH,HIGH,WITHIN 24 HOURS
Street name boards missing or damaged throughout Secunderabad Railway Station residential layout. This has become an urgent public hazard.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Encroachment on municipal park boundary by private builder fencing in Kukatpally Housing Board.,Town Planning & Parks,Parks & Urban Planning,Park Encroachment,MEDIUM,MEDIUM,WITHIN 7 DAYS
"Dangerous crater-sized road collapse on flyover near Secunderabad Railway Station, vehicles at extreme risk of falling. Situation is deteriorating quickly.",Roads & Infrastructure,Road Maintenance,Road Collapse,CRITICAL,CRITICAL,IMMEDIATE
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Tarnaka Tarnaka signal. This has become an urgent public hazard.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
Open illegal borewell pit left uncovered in Madhapur Police Station junction vacant plot where small children play. This has become an urgent public hazard.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
"Contaminated brown foul-smelling tap water supplied to households near MG Road Metro Station, children falling sick. Situation is deteriorating quickly.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
Public park swing and slide sets rusted with sharp jagged edges injuring children in Tarnaka Tarnaka signal.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
Encroachment on municipal park boundary by private builder fencing in Lingampally Market. This has become an urgent public hazard.,Town Planning & Parks,Parks & Urban Planning,Park Encroachment,MEDIUM,MEDIUM,WITHIN 7 DAYS
Uppal Ring Road కే పాస్ సడక్ పర్ గహరే గడ్డే హో గయే హై జిస్సే హాద్సే హో రహే హై.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Lingampally Market. Pedestrians and daily commuters are suffering badly.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
Uppal Ring Road మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే. Danger to public health and safety.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
పార్కులో పిల్లల ఆట స్థలంలో పరికరాలు విరిగిపోయి ప్రమాదకరంగా ఉన్నాయి Alwal Main Road లో. Multiple residents have reported this problem.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
ట్రాఫిక్ సిగ్నల్ పనిచేయడం లేదు Koti Women's College చౌరస్తాలో నిత్యం ప్రమాదాలు జరుగుతున్నాయి. This has become an urgent public hazard.,Public Safety & Police,Civic Safety & Law,Traffic Signal Failure,HIGH,VERY HIGH,WITHIN 24 HOURS
పార్కులో పిల్లల ఆట స్థలంలో పరికరాలు విరిగిపోయి ప్రమాదకరంగా ఉన్నాయి Hitech City Mindspace లో. The municipal corporation needs to inspect and resolve this immediately.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
"Secunderabad Railway Station లోని అపార్ట్‌మెంట్‌లో పెద్ద ఎత్తున మంటలు చెలరేగాయి, ప్రజలు చిక్కుకుపోయారు సహాయం కావాలి.",Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Footpath tiles broken and open construction debris left near Dilsukhnagar Bus Depot.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
Electric pole tilted dangerously at 45 degrees over residential gate in Banjara Hills Road No 12. Situation is deteriorating quickly.,Electricity & Power,Power Infrastructure,Tilted Electric Pole,HIGH,HIGH,WITHIN 24 HOURS
"Drinking water pipe burst near Gachibowli Flyover, thousands of liters of clean water flooding road.",Water Supply & Sewerage,Water & Drainage,Pipeline Burst,HIGH,HIGH,WITHIN 24 HOURS
Illegal encroachments blocking emergency fire tender access lane in Gachibowli Flyover market. Situation is deteriorating quickly.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
Gigantic illegal garbage dump burning toxic plastic smoke choking residents near Tarnaka Tarnaka signal.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Burning,HIGH,VERY HIGH,WITHIN 24 HOURS
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Tarnaka Tarnaka signal.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
పార్కులో పిల్లల ఆట స్థలంలో పరికరాలు విరిగిపోయి ప్రమాదకరంగా ఉన్నాయి Tarnaka Tarnaka signal లో.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
Public park swing and slide sets rusted with sharp jagged edges injuring children in Mehdipatnam Bus Stop. Please send inspection team immediately.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
Mehdipatnam Bus Stop మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
Pothole on main road near Begumpet Airport Road causing vehicle damage and traffic congestion.,Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Tarnaka Tarnaka signal కే పాస్ ట్రాన్స్‌ఫార్మర్ మే ఆగ్ లగ్ గయీ హై బడా ధమాకా హో సక్తా హై. This has become an urgent public hazard.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
"Public toilet facility choked, leaking sewage onto pavement near Secunderabad Railway Station.",Public Health & Sanitation,Sanitation & Hygiene,Public Toilet Blockage,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Public toilet facility choked, leaking sewage onto pavement near MG Road Metro Station.",Public Health & Sanitation,Sanitation & Hygiene,Public Toilet Blockage,MEDIUM,MEDIUM,WITHIN 3 DAYS
Unsafe deep construction basement excavated without safety barricade or warning lights near Madhapur Police Station junction. The municipal corporation needs to inspect and resolve this immediately.,Public Safety & Police,Civic Safety & Law,Unsafe Construction,HIGH,HIGH,WITHIN 24 HOURS
"Drinking water pipe burst near Nagole X Roads, thousands of liters of clean water flooding road. Danger to public health and safety.",Water Supply & Sewerage,Water & Drainage,Pipeline Burst,HIGH,HIGH,WITHIN 24 HOURS
"Massive old banyan tree uprooted in storm, crushed two cars and blocked emergency exit at Mehdipatnam Bus Stop. Situation is deteriorating quickly.",Fire & Emergency Services,Fire & Disaster,Fallen Tree Hazard,HIGH,VERY HIGH,IMMEDIATE
Tarnaka Tarnaka signal కే పాస్ ఎల్‌పీజీ సిలిండర్ గోదామ్ సే గ్యాస్ లీకేజ్ హో రహా హై భయంకర పరిస్థితి.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Charminar Main Bazaar.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
Banjara Hills Road No 12 కే పాస్ ట్రాన్స్‌ఫార్మర్ మే ఆగ్ లగ్ గయీ హై బడా ధమాకా హో సక్తా హై.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
"Streetlights not working for 2 weeks in Banjara Hills Road No 12, complete dark stretch unsafe for women. Danger to public health and safety.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
High voltage 11kV live electrical wire snapped and lying sparking on flooded road near Tarnaka Tarnaka signal.,Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Main road divider broken and sharp metal protruding into traffic lane near Koti Women's College.,Roads & Infrastructure,Road Maintenance,Road Divider,HIGH,HIGH,WITHIN 24 HOURS
ఆసుపత్రి వ్యర్థాలు బయోమెడికల్ వేస్ట్ రోడ్డుపై పడేశారు RTC Cross Roads వద్ద తక్షణమే తొలగించాలి. Pedestrians and daily commuters are suffering badly.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
"డ్రింకింగ్ వాటర్ లో మురికి నీరు కలిసి వస్తోంది Jubilee Hills Check Post లో, ప్రజలు రోగాల బారిన పడుతున్నారు. Please send inspection team immediately.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
MG Road Metro Station మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే. This has become an urgent public hazard.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
పార్కులో పిల్లల ఆట స్థలంలో పరికరాలు విరిగిపోయి ప్రమాదకరంగా ఉన్నాయి MG Road Metro Station లో. This has become an urgent public hazard.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
"Drinking water pipe burst near Koti Women's College, thousands of liters of clean water flooding road. This has become an urgent public hazard.",Water Supply & Sewerage,Water & Drainage,Pipeline Burst,HIGH,HIGH,WITHIN 24 HOURS
