complaint,department,category,subcategory,severity,priority,urgency
Overgrown tree branches completely obstructing driver view of road sign.,Parks & Environment,Parks & Environment,Overgrown Branches,MEDIUM,MEDIUM,WITHIN 3 DAYS
Overgrown tree branches completely obstructing driver view of road sign. It is located near Government High School.,Parks & Environment,Parks & Environment,Overgrown Branches,MEDIUM,MEDIUM,WITHIN 3 DAYS
Overgrown tree branches completely obstructing driver view of road sign. It is located on MG Road near the railway station.,Parks & Environment,Parks & Environment,Overgrown Branches,MEDIUM,MEDIUM,WITHIN 3 DAYS
Overgrown tree branches completely obstructing driver view of road sign. It is located opposite City Hospital main gate.,Parks & Environment,Parks & Environment,Overgrown Branches,MEDIUM,MEDIUM,WITHIN 3 DAYS
Overgrown tree branches completely obstructing driver view of road sign. It is located at Sector 4 residential colony.,Parks & Environment,Parks & Environment,Overgrown Branches,MEDIUM,MEDIUM,WITHIN 3 DAYS
Overgrown tree branches completely obstructing driver view of road sign. This has been continuing for the past 3 days.,Parks & Environment,Parks & Environment,Overgrown Branches,MEDIUM,MEDIUM,WITHIN 3 DAYS
Overgrown tree branches completely obstructing driver view of road sign. This has been continuing since yesterday morning.,Parks & Environment,Parks & Environment,Overgrown Branches,MEDIUM,MEDIUM,WITHIN 3 DAYS
Park boundary fence broken allowing stray animals to graze and destroy plants.,Parks & Environment,Parks & Environment,Damaged Park Equipment,MEDIUM,MEDIUM,WITHIN 7 DAYS
Park boundary fence broken allowing stray animals to graze and destroy plants. It is located near Government High School.,Parks & Environment,Parks & Environment,Damaged Park Equipment,MEDIUM,MEDIUM,WITHIN 7 DAYS
Park boundary fence broken allowing stray animals to graze and destroy plants. It is located on MG Road near the railway station.,Parks & Environment,Parks & Environment,Damaged Park Equipment,MEDIUM,MEDIUM,WITHIN 7 DAYS
Park boundary fence broken allowing stray animals to graze and destroy plants. It is located opposite City Hospital main gate.,Parks & Environment,Parks & Environment,Damaged Park Equipment,MEDIUM,MEDIUM,WITHIN 7 DAYS
Park boundary fence broken allowing stray animals to graze and destroy plants. It is located at Sector 4 residential colony.,Parks & Environment,Parks & Environment,Damaged Park Equipment,MEDIUM,MEDIUM,WITHIN 7 DAYS
Park boundary fence broken allowing stray animals to graze and destroy plants. This has been continuing for the past 3 days.,Parks & Environment,Parks & Environment,Damaged Park Equipment,MEDIUM,MEDIUM,WITHIN 7 DAYS
Park boundary fence broken allowing stray animals to graze and destroy plants. This has been continuing since yesterday morning.,Parks & Environment,Parks & Environment,Damaged Park Equipment,MEDIUM,MEDIUM,WITHIN 7 DAYS
Jogging track paving broken and muddy after rain.,Parks & Environment,Parks & Environment,Damaged Park Equipment,LOW,LOW,ROUTINE
Jogging track paving broken and muddy after rain. It is located near Government High School.,Parks & Environment,Parks & Environment,Damaged Park Equipment,LOW,LOW,ROUTINE
Jogging track paving broken and muddy after rain. It is located on MG Road near the railway station.,Parks & Environment,Parks & Environment,Damaged Park Equipment,LOW,LOW,ROUTINE
Jogging track paving broken and muddy after rain. It is located opposite City Hospital main gate.,Parks & Environment,Parks & Environment,Damaged Park Equipment,LOW,LOW,ROUTINE
Jogging track paving broken and muddy after rain. It is located at Sector 4 residential colony.,Parks & Environment,Parks & Environment,Damaged Park Equipment,LOW,LOW,ROUTINE
Jogging track paving broken and muddy after rain. This has been continuing for the past 3 days.,Parks & Environment,Parks & Environment,Damaged Park Equipment,LOW,LOW,ROUTINE
Jogging track paving broken and muddy after rain. This has been continuing since yesterday morning.,Parks & Environment,Parks & Environment,Damaged Park Equipment,LOW,LOW,ROUTINE
Loud commercial sound systems playing music past 1 AM in quiet residential park.,Parks & Environment,Parks & Environment,Noise Pollution,MEDIUM,MEDIUM,WITHIN 3 DAYS
Loud commercial sound systems playing music past 1 AM in quiet residential park. It is located near Government High School.,Parks & Environment,Parks & Environment,Noise Pollution,MEDIUM,MEDIUM,WITHIN 3 DAYS
Loud commercial sound systems playing music past 1 AM in quiet residential park. It is located on MG Road near the railway station.,Parks & Environment,Parks & Environment,Noise Pollution,MEDIUM,MEDIUM,WITHIN 3 DAYS
Loud commercial sound systems playing music past 1 AM in quiet residential park. It is located opposite City Hospital main gate.,Parks & Environment,Parks & Environment,Noise Pollution,MEDIUM,MEDIUM,WITHIN 3 DAYS
Loud commercial sound systems playing music past 1 AM in quiet residential park. It is located at Sector 4 residential colony.,Parks & Environment,Parks & Environment,Noise Pollution,MEDIUM,MEDIUM,WITHIN 3 DAYS
Loud commercial sound systems playing music past 1 AM in quiet residential park. This has been continuing for the past 3 days.,Parks & Environment,Parks & Environment,Noise Pollution,MEDIUM,MEDIUM,WITHIN 3 DAYS
Loud commercial sound systems playing music past 1 AM in quiet residential park. This has been continuing since yesterday morning.,Parks & Environment,Parks & Environment,Noise Pollution,MEDIUM,MEDIUM,WITHIN 3 DAYS
Civic complaint helpline number not being answered for four consecutive days.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Civic complaint helpline number not being answered for four consecutive days. It is located near Government High School.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Civic complaint helpline number not being answered for four consecutive days. It is located on MG Road near the railway station.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Civic complaint helpline number not being answered for four consecutive days. It is located opposite City Hospital main gate.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Civic complaint helpline number not being answered for four consecutive days. It is located at Sector 4 residential colony.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Civic complaint helpline number not being answered for four consecutive days. This has been continuing for the past 3 days.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Civic complaint helpline number not being answered for four consecutive days. This has been continuing since yesterday morning.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Loud commercial speakers blasting past midnight in quiet residential zone.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Loud commercial speakers blasting past midnight in quiet residential zone. It is located near Government High School.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Loud commercial speakers blasting past midnight in quiet residential zone. It is located on MG Road near the railway station.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Loud commercial speakers blasting past midnight in quiet residential zone. It is located opposite City Hospital main gate.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Loud commercial speakers blasting past midnight in quiet residential zone. It is located at Sector 4 residential colony.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Loud commercial speakers blasting past midnight in quiet residential zone. This has been continuing for the past 3 days.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Loud commercial speakers blasting past midnight in quiet residential zone. This has been continuing since yesterday morning.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Municipal staff demanding cash bribe for issuing birth and death certificates.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Municipal staff demanding cash bribe for issuing birth and death certificates. It is located near Government High School.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Municipal staff demanding cash bribe for issuing birth and death certificates. It is located on MG Road near the railway station.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Municipal staff demanding cash bribe for issuing birth and death certificates. It is located opposite City Hospital main gate.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Municipal staff demanding cash bribe for issuing birth and death certificates. It is located at Sector 4 residential colony.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Municipal staff demanding cash bribe for issuing birth and death certificates. This has been continuing for the past 3 days.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Municipal staff demanding cash bribe for issuing birth and death certificates. This has been continuing since yesterday morning.,Other,Other,General Civic Complaint,HIGH,HIGH,WITHIN 24 HOURS
Community library ceiling leaking water over rare books and electrical wiring.,Other,Other,Public Facility Issue,HIGH,HIGH,WITHIN 24 HOURS
Community library ceiling leaking water over rare books and electrical wiring. It is located near Government High School.,Other,Other,Public Facility Issue,HIGH,HIGH,WITHIN 24 HOURS
Community library ceiling leaking water over rare books and electrical wiring. It is located on MG Road near the railway station.,Other,Other,Public Facility Issue,HIGH,HIGH,WITHIN 24 HOURS
Community library ceiling leaking water over rare books and electrical wiring. It is located opposite City Hospital main gate.,Other,Other,Public Facility Issue,HIGH,HIGH,WITHIN 24 HOURS
Community library ceiling leaking water over rare books and electrical wiring. It is located at Sector 4 residential colony.,Other,Other,Public Facility Issue,HIGH,HIGH,WITHIN 24 HOURS
Community library ceiling leaking water over rare books and electrical wiring. This has been continuing for the past 3 days.,Other,Other,Public Facility Issue,HIGH,HIGH,WITHIN 24 HOURS
Community library ceiling leaking water over rare books and electrical wiring. This has been continuing since yesterday morning.,Other,Other,Public Facility Issue,HIGH,HIGH,WITHIN 24 HOURS
Public heritage monument defaced with spray paint and illegal advertising posters.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public heritage monument defaced with spray paint and illegal advertising posters. It is located near Government High School.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public heritage monument defaced with spray paint and illegal advertising posters. It is located on MG Road near the railway station.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public heritage monument defaced with spray paint and illegal advertising posters. It is located opposite City Hospital main gate.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public heritage monument defaced with spray paint and illegal advertising posters. It is located at Sector 4 residential colony.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public heritage monument defaced with spray paint and illegal advertising posters. This has been continuing for the past 3 days.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public heritage monument defaced with spray paint and illegal advertising posters. This has been continuing since yesterday morning.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Municipal office premises full of uncleaned cobwebs and broken visitor benches.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Municipal office premises full of uncleaned cobwebs and broken visitor benches. It is located near Government High School.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Municipal office premises full of uncleaned cobwebs and broken visitor benches. It is located on MG Road near the railway station.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Municipal office premises full of uncleaned cobwebs and broken visitor benches. It is located opposite City Hospital main gate.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Municipal office premises full of uncleaned cobwebs and broken visitor benches. It is located at Sector 4 residential colony.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Municipal office premises full of uncleaned cobwebs and broken visitor benches. This has been continuing for the past 3 days.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Municipal office premises full of uncleaned cobwebs and broken visitor benches. This has been continuing since yesterday morning.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Citizen facilitation center queue token machine broken causing chaos.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Citizen facilitation center queue token machine broken causing chaos. It is located near Government High School.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Citizen facilitation center queue token machine broken causing chaos. It is located on MG Road near the railway station.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Citizen facilitation center queue token machine broken causing chaos. It is located opposite City Hospital main gate.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Citizen facilitation center queue token machine broken causing chaos. It is located at Sector 4 residential colony.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Citizen facilitation center queue token machine broken causing chaos. This has been continuing for the past 3 days.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Citizen facilitation center queue token machine broken causing chaos. This has been continuing since yesterday morning.,Other,Other,Helpline Issue,MEDIUM,MEDIUM,WITHIN 7 DAYS
Public bulletin board glass shattered on sidewalk.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public bulletin board glass shattered on sidewalk. It is located near Government High School.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public bulletin board glass shattered on sidewalk. It is located on MG Road near the railway station.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public bulletin board glass shattered on sidewalk. It is located opposite City Hospital main gate.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public bulletin board glass shattered on sidewalk. It is located at Sector 4 residential colony.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public bulletin board glass shattered on sidewalk. This has been continuing for the past 3 days.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
Public bulletin board glass shattered on sidewalk. This has been continuing since yesterday morning.,Other,Other,Public Facility Issue,LOW,LOW,ROUTINE
